Time,Zeroed
982.2,511.208
982.4,533.008
982.6,549.696
982.8,526.688
983,530.096
983.2,526
983.4,528.288
983.6,538.944
983.8,547.808
984,540.848
984.2,530.496
984.4,530.496
984.6,541.792
984.8,12.55
985,3
985.2,0.45
985.4,0.1
985.6,0.15
985.8,-0.4
986,-0.3
986.2,-0.35
986.4,-0.3
986.6,-0.45
986.8,-0.35
987,-0.35
987.2,-0.35
987.4,-0.35
987.6,-0.4
987.8,-0.35
988,-0.3
988.2,-0.45
988.4,-0.55
988.6,-0.4
988.8,-0.6
989,-0.35
989.2,-0.45
989.4,-0.2
989.6,-0.45
989.8,-0.45
990,-0.35
990.2,-0.55
990.4,-0.4
990.6,-0.4
990.8,-0.4
991,-0.2
991.2,-0.55
991.4,-0.35
991.6,-0.25
991.8,-0.2
992,-0.25
992.2,-0.45
992.4,-0.35
992.6,-0.45
992.8,-0.4
993,-0.35
993.2,-0.4
993.4,-0.5
993.6,-0.3
993.8,-0.3
994,-0.45
994.2,-0.25
994.4,-0.35
994.6,-0.45
994.8,-0.5
995,-0.45
995.2,-0.25
995.4,-0.2
995.6,-0.25
995.8,-0.25
996,-0.35
996.2,-0.55
996.4,-0.55
996.6,-0.25
996.8,-0.35
997,-0.45
997.2,-0.35
997.4,-0.1
997.6,-0.2
997.8,-0.25
998,-0.2
998.2,-0.35
998.4,-0.3
998.6,-0.3
998.8,-0.2
999,-0.5
999.2,-0.15
999.4,-0.25
999.6,-0.15
999.8,-0.35
1000,-0.35
1000.2,-0.25
1000.4,-0.2
1000.6,-0.25
1000.8,-0.35
1001,-0.35
1001.2,-0.25
1001.4,-0.5
1001.6,-0.4
1001.8,-0.25
1002,-0.4
1002.2,-0.4
1002.4,-0.25
1002.6,-0.3
1002.8,-0.2
1003,-0.1
1003.2,-0.4
1003.4,-0.3
1003.6,-0.3
1003.8,-0.45
1004,-0.25
1004.2,-0.4
1004.4,-0.15
1004.6,-0.4
1004.8,-0.2
1005,-0.15
1005.2,-0.3
1005.4,-0.4
1005.6,-0.4
1005.8,-0.25
1006,-0.25
1006.2,-0.15
1006.4,-0.2
1006.6,-0.3
1006.8,-0.35
1007,-0.05
1007.2,-0.3
1007.4,-0.3
1007.6,-0.35
1007.8,-0.35
1008,-0.3
1008.2,-0.4
1008.4,-0.4
1008.6,-0.25
1008.8,-0.3
1009,-0.25
1009.2,-0.4
1009.4,-0.35
1009.6,-0.5
1009.8,-0.35
1010,-0.35
1010.2,-0.25
1010.4,-0.2
1010.6,-0.45
1010.8,-0.2
1011,-0.4
1011.2,-0.15
1011.4,-0.2
1011.6,-0.15
1011.8,-0.2
1012,-0.4
1012.2,-0.25
1012.4,-0.3
1012.6,-0.2
1012.8,-0.4
1013,-0.35
1013.2,-0.3
1013.4,-0.4
1013.6,-0.25
1013.8,-0.25
1014,-0.3
1014.2,-0.2
1014.4,-0.15
1014.6,-0.2
1014.8,-0.35
1015,-0.3
1015.2,-0.2
1015.4,-0.2
1015.6,-0.15
1015.8,-0.3
1016,-0.25
1016.2,-0.3
1016.4,-0.35
1016.6,-0.35
1016.8,-0.25
1017,-0.2
1017.2,-0.45
1017.4,-0.2
1017.6,-0.45
1017.8,-0.3
1018,-0.2
1018.2,-0.25
1018.4,-0.15
1018.6,-0.3
1018.8,-0.25
1019,-0.45
1019.2,-0.2
1019.4,-0.3
1019.6,-0.4
1019.8,-0.35
1020,-0.35
1020.2,-0.45
1020.4,-0.1
1020.6,-0.4
1020.8,-0.4
1021,-0.1
1021.2,-0.2
1021.4,-0.4
1021.6,-0.05
1021.8,-0.2
1022,-0.25
1022.2,-0.35
1022.4,-0.45
1022.6,-0.35
1022.8,-0.6
1023,-0.25
1023.2,-0.25
1023.4,-0.35
1023.6,-0.65
1023.8,-0.2
1024,-0.3
1024.2,-0.3
1024.4,-0.45
1024.6,-0.35
1024.8,-0.2
1025,-0.4
1025.2,-0.4
1025.4,-0.35
1025.6,-0.25
1025.8,-0.3
1026,-0.2
1026.2,-0.3
1026.4,-0.25
1026.6,-0.15
1026.8,-0.3
1027,-0.4
1027.2,-0.2
1027.4,-0.35
1027.6,-0.25
1027.8,-0.25
1028,0
1028.2,-0.35
1028.4,-0.5
1028.6,-0.2
1028.8,-0.25
1029,-0.25
1029.2,-0.25
1029.4,-0.3
1029.6,-0.35
1029.8,-0.3
1030,-0.3
1030.2,-0.6
1030.4,-0.4
1030.6,-0.35
1030.8,-0.05
1031,-0.3
1031.2,-0.3
1031.4,-0.4
1031.6,-0.05
1031.8,-0.1
1032,-0.45
1032.2,-0.2
1032.4,-0.45
1032.6,-0.3
1032.8,-0.45
1033,-0.25
1033.2,-0.25
1033.4,-0.3
1033.6,-0.45
1033.8,-0.5
1034,-0.4
1034.2,-0.45
1034.4,-0.25
1034.6,-0.3
1034.8,-0.2
1035,-0.2
1035.2,-0.3
1035.4,-0.45
1035.6,-0.1
1035.8,-0.3
1036,-0.15
1036.2,-0.2
1036.4,-0.1
1036.6,-0.2
1036.8,-0.3
1037,-0.2
1037.2,-0.3
1037.4,-0.15
1037.6,-0.25
1037.8,-0.05
1038,-0.25
1038.2,-0.45
1038.4,-0.25
1038.6,-0.05
1038.8,-0.2
1039,-0.3
1039.2,-0.15
1039.4,-0.4
1039.6,-0.35
1039.8,-0.15
1040,-0.15
1040.2,-0.15
1040.4,-0.05
1040.6,-0.05
1040.8,-0.25
1041,-0.15
1041.2,-0.1
1041.4,-0.2
1041.6,-0.4
1041.8,-0.3
1042,-0.25
1042.2,-0.35
1042.4,-0.45
1042.6,-0.3
1042.8,-0.2
1043,-0.25
1043.2,-0.15
1043.4,-0.45
1043.6,-0.4
1043.8,-0.25
1044,-0.25
1044.2,-0.4
1044.4,-0.3
1044.6,0
1044.8,-0.05
1045,-0.3
1045.2,-0.2
1045.4,-0.25
1045.6,-0.2
1045.8,-0.4
1046,-0.5
1046.2,-0.3
1046.4,-0.15
1046.6,-0.15
1046.8,-0.05
1047,-0.3
1047.2,-0.2
1047.4,-0.4
1047.6,-0.4
1047.8,-0.25
1048,-0.2
1048.2,-0.1
1048.4,-0.3
1048.6,-0.2
1048.8,-0.2
1049,-0.35
1049.2,-0.25
1049.4,-0.4
1049.6,-0.2
1049.8,-0.2
1050,-0.25
1050.2,-0.25
1050.4,-0.35
1050.6,-0.4
1050.8,-0.2
1051,-0.25
1051.2,-0.2
1051.4,-0.55
1051.6,-0.4
1051.8,-0.45
1052,-0.3
1052.2,-0.35
1052.4,-0.45
1052.6,-0.15
1052.8,-0.4
1053,-0.1
1053.2,-0.4
1053.4,-0.4
1053.6,-0.25
1053.8,-0.45
1054,-0.3
1054.2,-0.4
1054.4,-0.35
1054.6,-0.5
1054.8,-0.25
1055,-0.35
1055.2,-0.05
1055.4,-0.2
1055.6,-0.3
1055.8,-0.45
1056,-0.3
1056.2,-0.35
1056.4,-0.1
1056.6,-0.15
1056.8,-0.4
1057,-0.35
1057.2,-0.1
1057.4,-0.3
1057.6,-0.35
1057.8,-0.25
1058,-0.4
1058.2,-0.25
1058.4,-0.35
1058.6,-0.3
1058.8,-0.45
1059,-0.4
1059.2,-0.15
1059.4,-0.35
1059.6,0
1059.8,-0.35
1060,-0.2
1060.2,-0.3
1060.4,-0.15
1060.6,-0.25
1060.8,-0.2
1061,125.75
1061.2,32.7
1061.4,14.85
1061.6,8.35
1061.8,5
1062,2.95
1062.2,2.2
1062.4,1.8
1062.6,1.15
1062.8,0.8
1063,0.8
1063.2,0.65
1063.4,0.45
1063.6,0.4
1063.8,0.1
1064,-0.05
1064.2,-0.05
1064.4,-0.3
1064.6,0.4
1064.8,0.25
1065,0.6
1065.2,0.6
1065.4,0.6
1065.6,0.25
1065.8,0.1
1066,0.3
1066.2,0
1066.4,0.2
1066.6,0.25
1066.8,0.15
1067,0.25
1067.2,0.65
1067.4,0.05
1067.6,-0.05
1067.8,0.2
1068,1.95
1068.2,1.3
1068.4,22.35
1068.6,124
1068.8,149.352
1069,156.648
1069.2,159.148
1069.4,157.8
1069.6,156.1
1069.8,152.852
1070,153.7
1070.2,152.4
1070.4,155.848
1070.6,154.452
1070.8,156.152
1071,160.3
1071.2,154.152
1071.4,157.352
1071.6,156.748
1071.8,155.1
1072,155.848
1072.2,152.052
1072.4,157.9
1072.6,157.8
1072.8,153.048
1073,151.6
1073.2,152.552
1073.4,153.652
1073.6,151.252
1073.8,153.4
1074,153.3
1074.2,159.2
1074.4,155.148
1074.6,155.548
1074.8,157.5
1075,156.552
1075.2,153.2
1075.4,153.8
1075.6,154.348
1075.8,156.348
1076,154.348
1076.2,153.8
1076.4,156.1
1076.6,153.652
1076.8,152
1077,150.1
1077.2,152.9
1077.4,153.652
1077.6,156.452
1077.8,153.9
1078,150.6
1078.2,155.848
1078.4,157.448
1078.6,155.3
1078.8,153.3
1079,153.148
1079.2,156.452
1079.4,153.8
1079.6,153.448
1079.8,153.1
1080,151.352
1080.2,151.252
1080.4,153.548
1080.6,152.5
1080.8,158.9
1081,155.352
1081.2,152.6
1081.4,154.852
1081.6,154.648
1081.8,148.1
1082,152.5
1082.2,152.552
1082.4,155.652
1082.6,151.9
1082.8,151.252
1083,152.248
1083.2,148.552
1083.4,151
1083.6,150.1
1083.8,152.052
1084,151.448
1084.2,153.252
1084.4,151.448
1084.6,151.548
1084.8,152.9
1085,154.1
1085.2,157.148
1085.4,156.552
1085.6,152.248
1085.8,158.152
1086,157.8
1086.2,155.3
1086.4,156.3
1086.6,154.552
1086.8,157.848
1087,153.048
1087.2,156.9
1087.4,156.5
1087.6,162.3
1087.8,157.448
1088,160.052
1088.2,158.152
1088.4,83.15
1088.6,31.15
1088.8,16.4
1089,9.6
1089.2,4.9
1089.4,2.65
1089.6,1.55
1089.8,0.75
1090,0.6
1090.2,25.35
1090.4,139.9
1090.6,160.852
1090.8,148.952
1091,161.9
1091.2,154
1091.4,155
1091.6,152.4
1091.8,154.952
1092,158.748
1092.2,158.3
1092.4,155.352
1092.6,160.952
1092.8,159.752
1093,163.6
1093.2,158.6
1093.4,162.9
1093.6,158.952
1093.8,160.552
1094,157.4
1094.2,160.952
1094.4,159.9
1094.6,164.452
1094.8,155.8
1095,157.8
1095.2,159.5
1095.4,159.948
1095.6,156.248
1095.8,154
1096,153.1
1096.2,167.752
1096.4,154.5
1096.6,153.8
1096.8,164
1097,143.3
1097.2,150.248
1097.4,155.848
1097.6,152.4
1097.8,151.752
1098,150.852
1098.2,154
1098.4,159.7
1098.6,157.948
1098.8,152.4
1099,153.9
1099.2,154.952
1099.4,159.352
1099.6,154.5
1099.8,155.3
1100,154.6
1100.2,152.648
1100.4,148.152
1100.6,152.1
1100.8,151.6
1101,158.952
1101.2,152.552
1101.4,152.2
1101.6,153.752
1101.8,157.3
1102,150.3
1102.2,152.2
1102.4,152.552
1102.6,153.252
1102.8,147.848
1103,150.052
1103.2,149.7
1103.4,154.648
1103.6,147.3
1103.8,151.948
1104,153.752
1104.2,155.7
1104.4,149.148
1104.6,152.1
1104.8,151.8
1105,151
1105.2,150.9
1105.4,154.2
1105.6,151.652
1105.8,159.048
1106,158.348
1106.2,156.452
1106.4,151.448
1106.6,154.052
1106.8,151.7
1107,155.352
1107.2,153.6
1107.4,152
1107.6,151.7
1107.8,153.352
1108,154.248
1108.2,157.9
1108.4,151.048
1108.6,154.452
1108.8,157.048
1109,155.6
1109.2,151.3
1109.4,153.848
1109.6,156.952
1109.8,153.3
1110,150.152
1110.2,79.7
1110.4,33.2
1110.6,14.55
1110.8,7.8
1111,4.25
1111.2,2.8
1111.4,19.6
1111.6,2.9
1111.8,0.9
1112,0.05
1112.2,0.15
1112.4,-0.05
1112.6,-0.4
1112.8,-0.35
1113,-0.5
1113.2,-0.45
1113.4,-0.4
1113.6,-0.3
1113.8,-0.25
1114,-0.55
1114.2,-0.4
1114.4,-0.4
1114.6,-0.55
1114.8,-0.3
1115,-0.4
1115.2,-0.4
1115.4,-0.35
1115.6,-0.65
1115.8,-0.4
1116,-0.4
1116.2,-0.4
1116.4,-0.55
1116.6,-0.55
1116.8,-0.4
1117,-0.5
1117.2,-0.3
1117.4,-0.2
1117.6,-0.35
1117.8,-0.35
1118,-0.35
1118.2,-0.35
1118.4,-0.65
1118.6,-0.4
1118.8,-0.4
1119,-0.25
1119.2,-0.4
1119.4,-0.45
1119.6,-0.45
1119.8,-0.2
1120,-0.3
1120.2,-0.25
1120.4,-0.3
1120.6,-0.35
1120.8,-0.6
1121,-0.55
1121.2,-0.45
1121.4,-0.25
1121.6,-0.45
1121.8,-0.35
1122,-0.35
1122.2,-0.4
1122.4,-0.65
1122.6,-0.35
1122.8,-0.4
1123,-0.2
1123.2,-0.25
1123.4,-0.25
1123.6,-0.35
1123.8,-0.55
1124,-0.15
1124.2,-0.45
1124.4,-0.3
1124.6,-0.3
1124.8,-0.4
1125,-0.35
1125.2,-0.4
1125.4,-0.3
1125.6,-0.3
1125.8,-0.1
1126,-0.3
1126.2,-0.1
1126.4,-0.3
1126.6,-0.3
1126.8,-0.35
1127,-0.45
1127.2,-0.05
1127.4,-0.3
1127.6,-0.35
1127.8,-0.4
1128,-0.45
1128.2,-0.55
1128.4,-0.3
1128.6,-0.4
1128.8,-0.25
1129,-0.15
1129.2,-0.3
1129.4,-0.4
1129.6,-0.25
1129.8,-0.3
1130,-0.35
1130.2,-0.25
1130.4,-0.35
1130.6,-0.25
1130.8,-0.4
1131,-0.45
1131.2,-0.4
1131.4,-0.3
1131.6,-0.25
1131.8,-0.5
1132,-0.05
1132.2,-0.25
1132.4,-0.1
1132.6,-0.3
1132.8,-0.3
1133,0
1133.2,-0.4
1133.4,-0.15
1133.6,-0.35
1133.8,-0.4
1134,-0.2
1134.2,-0.35
1134.4,-0.4
1134.6,-0.4
1134.8,-0.3
1135,-0.25
1135.2,-0.45
1135.4,-0.2
1135.6,-0.25
1135.8,-0.25
1136,0
1136.2,-0.4
1136.4,-0.1
1136.6,-0.25
1136.8,-0.25
1137,-0.3
1137.2,-0.4
1137.4,-0.35
1137.6,-0.3
1137.8,-0.35
1138,-0.25
1138.2,-0.4
1138.4,-0.45
1138.6,-0.1
1138.8,-0.45
1139,-0.15
1139.2,-0.3
1139.4,-0.5
1139.6,-0.4
1139.8,-0.25
1140,-0.15
1140.2,-0.4
1140.4,-0.15
1140.6,-0.4
1140.8,-0.5
1141,-0.25
1141.2,-0.1
1141.4,-0.4
1141.6,-0.1
1141.8,-0.45
1142,-0.15
1142.2,-0.15
1142.4,-0.25
1142.6,-0.25
1142.8,-0.35
1143,-0.4
1143.2,-0.25
1143.4,-0.45
1143.6,-0.3
1143.8,-0.35
1144,-0.2
1144.2,-0.6
1144.4,-0.4
1144.6,-0.2
1144.8,-0.25
1145,-0.25
1145.2,-0.2
1145.4,-0.35
1145.6,-0.25
1145.8,-0.25
1146,-0.1
1146.2,-0.3
1146.4,-0.35
1146.6,-0.2
1146.8,-0.45
1147,-0.25
1147.2,-0.15
1147.4,-0.25
1147.6,-0.35
1147.8,-0.25
1148,-0.15
1148.2,-0.3
1148.4,-0.2
1148.6,-0.4
1148.8,-0.2
1149,-0.3
1149.2,0
1149.4,-0.3
1149.6,-0.35
1149.8,0
1150,-0.25
1150.2,-0.3
1150.4,-0.3
1150.6,-0.25
1150.8,-0.35
1151,-0.15
1151.2,-0.15
1151.4,-0.3
1151.6,-0.3
1151.8,-0.3
1152,-0.2
1152.2,-0.3
1152.4,-0.3
1152.6,-0.35
1152.8,-0.4
1153,-0.15
1153.2,-0.2
1153.4,-0.25
1153.6,-0.4
1153.8,-0.4
1154,-0.15
1154.2,-0.4
1154.4,-0.45
1154.6,-0.2
1154.8,-0.5
1155,-0.3
1155.2,-0.35
1155.4,-0.3
1155.6,-0.2
1155.8,-0.3
1156,-0.15
1156.2,-0.2
1156.4,-0.35
1156.6,-0.2
1156.8,-0.15
1157,-0.3
1157.2,-0.2
1157.4,-0.45
1157.6,-0.4
1157.8,-0.3
1158,-0.4
1158.2,-0.25
1158.4,-0.45
1158.6,-0.45
1158.8,-0.4
1159,-0.1
1159.2,-0.5
1159.4,-0.35
1159.6,-0.15
1159.8,-0.25
1160,-0.3
1160.2,-0.4
1160.4,-0.1
1160.6,-0.2
1160.8,-0.25
1161,-0.4
1161.2,-0.35
1161.4,-0.25
1161.6,-0.3
1161.8,-0.3
1162,-0.25
1162.2,-0.35
1162.4,-0.15
1162.6,-0.25
1162.8,-0.3
1163,-0.05
1163.2,-0.25
1163.4,-0.1
1163.6,-0.4
1163.8,-0.25
1164,-0.25
1164.2,-0.3
1164.4,-0.45
1164.6,-0.3
1164.8,-0.1
1165,-0.3
1165.2,-0.35
1165.4,-0.35
1165.6,-0.25
1165.8,-0.05
1166,-0.5
1166.2,-0.2
1166.4,-0.15
1166.6,-0.2
1166.8,-0.4
1167,-0.1
1167.2,-0.05
1167.4,-0.2
1167.6,-0.5
1167.8,-0.4
1168,-0.1
1168.2,-0.5
1168.4,-0.3
1168.6,-0.3
1168.8,-0.3
1169,-0.15
1169.2,0
1169.4,-0.05
1169.6,-0.2
1169.8,-0.25
1170,-0.45
1170.2,-0.35
1170.4,-0.2
1170.6,-0.35
1170.8,-0.25
1171,-0.1
1171.2,-0.4
1171.4,-0.45
1171.6,-0.25
1171.8,-0.2
1172,-0.15
1172.2,-0.2
1172.4,-0.45
1172.6,-0.35
1172.8,-0.35
1173,0
1173.2,-0.15
1173.4,-0.3
1173.6,-0.25
1173.8,-0.25
1174,-0.35
1174.2,-0.2
1174.4,-0.15
1174.6,-0.25
1174.8,-0.2
1175,-0.25
1175.2,-0.2
1175.4,-0.2
1175.6,-0.3
1175.8,-0.25
1176,-0.3
1176.2,-0.4
1176.4,-0.2
1176.6,-0.3
1176.8,-0.05
1177,-0.25
1177.2,-0.25
1177.4,-0.4
1177.6,-0.2
1177.8,-0.2
1178,-0.3
1178.2,-0.3
1178.4,-0.3
1178.6,-0.25
1178.8,-0.05
1179,-0.2
1179.2,-0.15
1179.4,-0.25
1179.6,-0.35
1179.8,-0.3
1180,-0.3
1180.2,-0.3
1180.4,-0.25
1180.6,-0.2
1180.8,-0.25
1181,-0.4
1181.2,-0.15
1181.4,-0.25
1181.6,-0.25
1181.8,-0.15
1182,-0.3
1182.2,-0.4
1182.4,-0.35
1182.6,-0.35
1182.8,-0.3
1183,-0.35
1183.2,-0.35
1183.4,-0.4
1183.6,-0.5
1183.8,-0.25
1184,-0.05
1184.2,-0.25
1184.4,-0.2
1184.6,-0.05
1184.8,-0.35
1185,-0.25
1185.2,-0.15
1185.4,-0.3
1185.6,-0.3
1185.8,-0.3
1186,-0.5
1186.2,-0.2
1186.4,-0.3
1186.6,-0.4
1186.8,-0.35
1187,-0.3
1187.2,-0.35
1187.4,-0.3
1187.6,-0.1
1187.8,-0.25
1188,-0.2
1188.2,-0.2
1188.4,-0.35
1188.6,-0.25
1188.8,-0.3
1189,-0.35
1189.2,-0.25
1189.4,-0.1
1189.6,-0.2
1189.8,-0.25
1190,-0.4
1190.2,-0.25
1190.4,-0.2
1190.6,-0.25
1190.8,-0.4
1191,-0.45
1191.2,-0.4
1191.4,-0.35
1191.6,-0.25
1191.8,-0.25
1192,-0.4
1192.2,-0.35
1192.4,-0.35
1192.6,-0.35
1192.8,-0.4
1193,-0.45
1193.2,-0.3
1193.4,-0.25
1193.6,-0.25
1193.8,-0.2
1194,-0.35
1194.2,-0.1
1194.4,-0.25
1194.6,-0.5
1194.8,-0.25
1195,-0.35
1195.2,-0.4
1195.4,-0.4
1195.6,-0.15
1195.8,-0.25
1196,-0.2
1196.2,-0.2
1196.4,-0.3
1196.6,-0.45
1196.8,-0.4
1197,-0.05
1197.2,-0.25
1197.4,-0.35
1197.6,-0.2
1197.8,-0.2
1198,-0.4
1198.2,-0.15
1198.4,-0.3
1198.6,-0.2
1198.8,-0.25
1199,-0.2
1199.2,-0.15
1199.4,-0.25
1199.6,-0.1
1199.8,-0.1
1200,-0.35
1200.2,-0.15
1200.4,-0.3
1200.6,-0.1
1200.8,-0.1
1201,-0.35
1201.2,-0.1
1201.4,-0.4
1201.6,-0.4
1201.8,0
1202,-0.3
1202.2,-0.3
1202.4,-0.35
1202.6,-0.35
1202.8,-0.1
1203,-0.3
1203.2,-0.5
1203.4,-0.3
1203.6,-0.4
1203.8,-0.15
1204,-0.2
1204.2,-0.35
1204.4,-0.25
1204.6,-0.3
1204.8,-0.1
1205,-0.1
1205.2,-0.3
1205.4,-0.2
1205.6,-0.25
1205.8,-0.25
1206,-0.45
1206.2,-0.25
1206.4,-0.3
1206.6,-0.35
1206.8,-0.1
1207,-0.25
1207.2,-0.25
1207.4,-0.3
1207.6,-0.3
1207.8,-0.4
1208,-0.2
1208.2,-0.4
1208.4,-0.15
1208.6,-0.1
1208.8,-0.1
1209,-0.4
1209.2,-0.1
1209.4,-0.3
1209.6,-0.3
1209.8,-0.3
1210,-0.25
1210.2,-0.1
1210.4,-0.3
1210.6,-0.5
1210.8,-0.25
1211,-0.4
1211.2,-0.3
1211.4,-0.15
1211.6,-0.2
1211.8,-0.35
1212,-0.3
1212.2,-0.3
1212.4,-0.25
1212.6,-0.35
1212.8,-0.3
1213,-0.2
1213.2,-0.3
1213.4,-0.2
1213.6,-0.25
1213.8,-0.2
1214,-0.1
1214.2,-0.35
1214.4,-0.4
1214.6,-0.15
1214.8,-0.3
1215,-0.45
1215.2,-0.4
1215.4,-0.2
1215.6,-0.25
1215.8,-0.4
1216,-0.5
1216.2,-0.3
1216.4,-0.25
1216.6,-0.2
1216.8,-0.45
1217,-0.05
1217.2,-0.4
1217.4,-0.15
1217.6,-0.4
1217.8,-0.15
1218,-0.35
1218.2,-0.35
1218.4,-0.15
1218.6,-0.35
1218.8,-0.2
1219,-0.3
1219.2,-0.5
1219.4,-0.3
1219.6,-0.3
1219.8,-0.25
1220,-0.4
1220.2,-0.25
1220.4,-0.4
1220.6,-0.3
1220.8,-0.45
1221,-0.25
1221.2,-0.25
1221.4,-0.25
1221.6,-0.25
1221.8,-0.3
1222,-0.35
1222.2,-0.05
1222.4,-0.2
1222.6,-0.1
1222.8,-0.35
1223,-0.15
1223.2,-0.1
1223.4,-0.1
1223.6,-0.1
1223.8,-0.2
1224,-0.3
1224.2,-0.3
1224.4,-0.25
1224.6,-0.2
1224.8,-0.25
1225,-0.45
1225.2,-0.25
1225.4,-0.3
1225.6,-0.55
1225.8,-0.35
1226,-0.25
1226.2,-0.3
1226.4,-0.25
1226.6,-0.05
1226.8,-0.35
1227,-0.05
1227.2,-0.3
1227.4,-0.3
1227.6,-0.2
1227.8,-0.15
1228,-0.55
1228.2,-0.35
1228.4,-0.3
1228.6,-0.25
1228.8,-0.4
1229,-0.1
1229.2,-0.3
1229.4,-0.1
1229.6,-0.2
1229.8,-0.15
1230,-0.3
1230.2,-0.35
1230.4,-0.4
1230.6,-0.3
1230.8,-0.4
1231,-0.65
1231.2,-0.3
1231.4,-0.2
1231.6,-0.2
1231.8,-0.3
1232,-0.1
1232.2,-0.35
1232.4,-0.2
1232.6,-0.3
1232.8,-0.3
1233,-0.25
1233.2,-0.5
1233.4,-0.35
1233.6,-0.1
1233.8,-0.3
1234,-0.3
1234.2,0
1234.4,-0.1
1234.6,-0.3
1234.8,-0.3
1235,-0.25
1235.2,-0.15
1235.4,-0.05
1235.6,-0.15
1235.8,-0.55
1236,-0.4
1236.2,-0.2
1236.4,-0.25
1236.6,-0.25
1236.8,-0.4
1237,-0.25
1237.2,-0.35
1237.4,-0.4
1237.6,-0.25
1237.8,-0.15
1238,-0.15
1238.2,-0.05
1238.4,-0.2
1238.6,-0.2
1238.8,-0.35
1239,-0.2
1239.2,-0.4
1239.4,-0.15
1239.6,-0.3
1239.8,-0.25
1240,-0.3
1240.2,-0.2
1240.4,-0.4
1240.6,-0.1
1240.8,-0.3
1241,-0.1
1241.2,-0.2
1241.4,-0.3
1241.6,-0.35
1241.8,-0.2
1242,-0.15
1242.2,0
1242.4,-0.2
1242.6,-0.15
1242.8,-0.15
1243,-0.3
1243.2,-0.35
1243.4,-0.35
1243.6,-0.15
1243.8,-0.3
1244,-0.3
1244.2,-0.3
1244.4,-0.25
1244.6,-0.15
1244.8,-0.35
1245,-0.35
1245.2,-0.1
1245.4,-0.35
1245.6,-0.15
1245.8,-0.35
1246,-0.05
1246.2,-0.3
1246.4,-0.35
1246.6,-0.2
1246.8,-0.35
1247,-0.35
1247.2,-0.2
1247.4,-0.3
1247.6,-0.4
1247.8,-0.25
1248,-0.3
1248.2,-0.3
1248.4,-0.3
1248.6,-0.4
1248.8,-0.45
1249,0
1249.2,-0.25
1249.4,-0.35
1249.6,-0.25
1249.8,-0.15
1250,-0.15
1250.2,-0.2
1250.4,-0.25
1250.6,-0.3
1250.8,-0.35
1251,-0.15
1251.2,-0.35
1251.4,-0.15
1251.6,-0.1
1251.8,-0.15
1252,-0.05
1252.2,-0.45
1252.4,-0.4
1252.6,-0.35
1252.8,-0.45
1253,-0.35
1253.2,-0.5
1253.4,-0.45
1253.6,-0.35
1253.8,-0.3
1254,-0.35
1254.2,-0.25
1254.4,-0.15
1254.6,-0.5
1254.8,-0.3
1255,-0.25
1255.2,-0.3
1255.4,-0.15
1255.6,-0.35
1255.8,-0.2
1256,-0.3
1256.2,-0.4
1256.4,-0.15
1256.6,-0.2
1256.8,-0.15
1257,-0.3
1257.2,-0.35
1257.4,-0.25
1257.6,-0.4
1257.8,-0.15
1258,-0.05
1258.2,-0.3
1258.4,-0.65
1258.6,-0.25
1258.8,-0.3
1259,-0.25
1259.2,-0.45
1259.4,-0.3
1259.6,-0.25
1259.8,-0.15
1260,-0.3
1260.2,-0.15
1260.4,-0.4
1260.6,-0.2
1260.8,-0.35
1261,-0.15
1261.2,-0.25
1261.4,-0.35
1261.6,-0.5
1261.8,-0.15
1262,-0.35
1262.2,-0.2
1262.4,-0.2
1262.6,-0.4
1262.8,-0.15
1263,-0.35
1263.2,-0.2
1263.4,-0.3
1263.6,-0.3
1263.8,-0.35
1264,-0.25
1264.2,-0.5
1264.4,-0.4
1264.6,-0.3
1264.8,-0.25
1265,-0.1
1265.2,-0.1
1265.4,-0.45
1265.6,-0.3
1265.8,-0.45
1266,-0.3
1266.2,-0.25
1266.4,-0.15
1266.6,-0.4
1266.8,-0.4
1267,-0.35
1267.2,-0.45
1267.4,-0.25
1267.6,-0.35
1267.8,-0.25
1268,-0.3
1268.2,-0.2
1268.4,-0.05
1268.6,-0.15
1268.8,-0.35
1269,-0.25
1269.2,-0.15
1269.4,-0.25
1269.6,-0.25
1269.8,-0.2
1270,-0.3
1270.2,-0.1
1270.4,-0.35
1270.6,-0.25
1270.8,-0.45
1271,-0.15
1271.2,-0.35
1271.4,-0.3
1271.6,-0.25
1271.8,-0.3
1272,-0.25
1272.2,-0.35
1272.4,-0.3
1272.6,-0.2
1272.8,-0.45
1273,-0.25
1273.2,-0.2
1273.4,-0.05
1273.6,-0.2
1273.8,-0.3
1274,-0.5
1274.2,-0.35
1274.4,-0.2
1274.6,-0.15
1274.8,-0.05
1275,-0.3
1275.2,-0.2
1275.4,-0.25
1275.6,-0.15
1275.8,-0.35
1276,-0.2
1276.2,-0.1
1276.4,-0.4
1276.6,-0.35
1276.8,-0.15
1277,-0.2
1277.2,-0.35
1277.4,-0.3
1277.6,-0.5
1277.8,-0.2
1278,-0.1
1278.2,-0.1
1278.4,-0.5
1278.6,-0.2
1278.8,-0.3
1279,-0.35
1279.2,-0.2
1279.4,-0.25
1279.6,-0.1
1279.8,-0.35
1280,-0.25
1280.2,-0.1
1280.4,-0.15
1280.6,-0.2
1280.8,-0.25
1281,-0.25
1281.2,-0.2
1281.4,-0.3
1281.6,-0.35
1281.8,-0.25
1282,-0.2
1282.2,-0.35
